Scenario,CITY,COUNTY,COUNTY_FIPS,END_USE,FACILITY_ID,FINAL_NAICS_CODE,MECS_NAICS,REPORTING_YEAR,STATE,UNIT_NAME,UNIT_TYPE,Lat,Lon,LLType,geometry,FacilityName,Industry,Company,Thermal MWh/hr,Temp_degC,Temp_Req,Gen,Built,GEN_Opt,Modules_Built,NP_Capacity,NG_Cost (counterfactual),NPV_FOAK,NPV_NOAK,NPV_FOAK (per MWt),NPV_NOAK (per MWt)
10_Base,PAULSBORO,Gloucester,34015,Process Heating,1007844,324110,324110,2015,NJ,MVRU,"TODF (Thermal oxidizer, direct fired, no heat recovery)",39.84,-75.2583,Facility,POINT (-8377715.633967421 4842718.683627557),Paulsboro Refining Company LLC,Petroleum Refineries,PBF Energy,21.76632896,220,300,Microreactor,TRUE,Microreactor,1,20,96899318.69,-24292478.5,7944737.482,-1214623.925,397236.8741
10_Base,Galena Park,HARRIS COUNTY,48201,Process Heating,1011719,324110,324110,2015,TX,F-201,PRH (Process Heater),29.85748873,-95.39302715,County,POINT (-10619103.20756692 3485244.470122881),Unknown,Petroleum Refineries,"Kinder Morgan Energy Partners, LP",102.0532484,220,300,Microreactor,TRUE,Microreactor,5,100,484496593.4,-121462392.5,35017035.43,-1214623.925,350170.3543
10_Base,HOUSTON,HARRIS,48201,Process Heating,1004130,324110,324110,2015,TX,433 Claus Furnace,F (Furnace),29.7125,-95.235833,Facility,POINT (-10601604.43483324 3466647.672195872),HOUSTON REFINING,Petroleum Refineries,LYONDELLBASELL,58.20358666,220,300,Microreactor,TRUE,Microreactor,3,60,284842822.8,-76907181.05,18913475.75,-1281786.351,315224.5958
10_Base,Cheyenne,LARAMIE,56021,Process Heating,1007922,324110,324110,2015,WY,CP-Heaters and Engines,OCS (Other combustion source),41.128381,-104.787925,Facility,POINT (-11664938.45228374 5031296.313704873),Frontier Refining LLC,Petroleum Refineries,HollyFrontier Corporation,143.1267746,220,300,Microreactor,TRUE,Microreactor,7,140,678295230.8,-170047349.5,43958756.45,-1214623.925,313991.1175
10_Base,TEXAS CITY,GALVESTON,48167,Process Heating,1008938,324110,324110,2015,TX,MVDU,"ICI (Incinerator, commercial and industrial)",29.369167,-94.911111,Facility,POINT (-10565456.54714387 3422717.155620835),VALERO REFINING TEXAS CITY REFINERY,Petroleum Refineries,VALERO CORP,29.52217576,220,300,Microreactor,TRUE,Microreactor,1,20,96899318.69,-24292478.5,7944737.482,-1214623.925,397236.8741
10_Base,CORPUS CHRISTI,NUECES,48355,Process Heating,1006959,324110,324110,2015,TX,H-TK-55,PRH (Process Heater),27.810775,-97.436658,Facility,POINT (-10846599.15315835 3225137.72527664),VALERO CORPUS CHRISTI REFINERY EAST PLANT,Petroleum Refineries,VALERO CORP,58.56114946,220,300,Microreactor,TRUE,Microreactor,3,60,286592701.2,-75702842.15,20117814.64,-1261714.036,335296.9107
10_Base,AUGUSTA,RICHMOND COUNTY,13245,CHP and/or Cogeneration Process,1004340,325311,325311,2015,GA,CP-001,OCS (Other combustion source),33.44461,-81.93266,Facility,POINT (-9120701.990538415 3954468.299369816),"PCS NITROGEN FERTILIZER, L.P.",Nitrogenous Fertilizers,"Potash Holding Company, Inc.",32.74439527,220,300,Microreactor,TRUE,Microreactor,1,20,96899318.69,-24292478.5,7944737.482,-1214623.925,397236.8741
10_Base,BEATRICE,GAGE COUNTY,31067,CHP and/or Cogeneration Process,1006575,325311,325311,2015,NE,CP-1,OCS (Other combustion source),40.319147,-96.841297,Facility,POINT (-10780323.86980017 4912428.814546465),"KOCH FERTILIZER BEATRICE, LLC",Nitrogenous Fertilizers,KOCH INDUSTRIES INC,42.12027288,220,300,Microreactor,TRUE,Microreactor,2,40,193798637.4,-48584957,15295480.86,-1214623.925,382387.0215
10_Base,COFFEYVILLE,MONTGOMERY COUNTY,20125,CHP and/or Cogeneration Process,1002170,325311,325311,2015,KS,GP-NGComb,OCS (Other combustion source),37.04536,-95.60517,Facility,POINT (-10642718.84160436 4445431.273644761),COFFEYVILLE RESOURCES NITROGEN FERT.,Nitrogenous Fertilizers,CVR ENERGY INC,20.71117052,220,300,Microreactor,TRUE,Microreactor,1,20,96899318.69,-24292478.5,7944737.482,-1214623.925,397236.8741
10_Base,Deer Island,COLUMBIA,41009,CHP and/or Cogeneration Process,1005766,325311,325311,2015,OR,GP-01,OCS (Other combustion source),45.9122,-122.8286,Facility,POINT (-13673217.20685068 5766290.354889304),Dyno Nobel,Nitrogenous Fertilizers,DYNO NOBEL INC,31.75402557,220,300,Microreactor,TRUE,Microreactor,1,20,96899318.69,-24292478.5,7944737.482,-1214623.925,397236.8741
10_Base,Lima,ALLEN,39003,CHP and/or Cogeneration Process,1002229,325311,325311,2015,OH,GP-nat.gas.comb.,OCS (Other combustion source),40.717499,-84.132274,Facility,POINT (-9365561.900960168 4970761.706568394),"PCS Nitrogen Ohio, L.P.",Nitrogenous Fertilizers,PCS NITROGEN FERTILIZER LP,18.68720661,220,300,Microreactor,TRUE,Microreactor,1,20,91453413.56,-28040576.29,4196639.689,-1402028.815,209831.9845
10_Base,EAST DUBUQUE,JO DAVIESS,17085,CHP and/or Cogeneration Process,1005502,325311,325311,2015,IL,GP-1,OCS (Other combustion source),42.443146,-90.557628,Facility,POINT (-10080829.03640669 5227593.452692119),RENTECH NITROGEN LLC,Nitrogenous Fertilizers,RENTECH INC,34.28407651,220,300,Microreactor,TRUE,Microreactor,1,20,96899318.69,-24292478.5,7944737.482,-1214623.925,397236.8741
10_Base,CLAREMORE,ROGERS,40131,CHP and/or Cogeneration Process,1002275,325311,325311,2015,OK,CP-1,OCS (Other combustion source),36.233516,-95.719098,Facility,POINT (-10655401.24855145 4332800.569353375),VERDIGRIS PLT,Nitrogenous Fertilizers,"Terra Nitrogen Company, LP",18.41808598,220,300,Microreactor,TRUE,Microreactor,1,20,90136362.76,-28947025.29,3290190.697,-1447351.264,164509.5349
10_Base,NORTH BEND,HAMILTON COUNTY,39061,CHP and/or Cogeneration Process,1002188,325311,325311,2015,OH,B001,"OB (Boiler, other)",39.11991,-84.7964,Facility,POINT (-9439492.069102744 4738862.234696873),Agrium NNO,Nitrogenous Fertilizers,AGRIUM US INC,19.51594063,220,300,Microreactor,TRUE,Microreactor,1,20,95509159.14,-25249243.96,6987972.02,-1262462.198,349398.601
10_Base,BAY SAINT LOUIS,HANCOCK COUNTY,28045,Conventional Boiler Use,1003081,325211,325211,2015,MS,GP- Hot Oil heaters / Steam Boilers,OCS (Other combustion source),30.233028,-89.561667,Facility,POINT (-9969959.165036734 3533538.725777154),DAK AMERICAS MISSISSIPPI INC,Plastics Materials and Resins,DAK AMERICAS LLC,110.4448898,120.4508441,300,Microreactor,TRUE,Microreactor,5,100,463087608.7,-136196943.8,20282484.1,-1361969.438,202824.841
10_Base,COLUMBIA,LEXINGTON COUNTY,45063,Conventional Boiler Use,1007876,325211,325211,2015,SC,GP-Process Units,OCS (Other combustion source),34.047217,-81.151326,Facility,POINT (-9033724.287518943 4035143.879083249),SHAW INDUSTRIES GROUP INC. P LANT 8S,Plastics Materials and Resins,BERKSHIRE HATHAWAY,145.1207208,120.4508441,300,Microreactor,TRUE,Microreactor,7,140,648322652.1,-190675721.4,25944843.5,-1361969.438,185320.3107
10_Base,CIRCLEVILLE,PICKAWAY COUNTY,39129,Conventional Boiler Use,1003304,325211,325211,2015,OH,GP-PPGCIRC,OCS (Other combustion source),39.55699,-82.94527,Facility,POINT (-9233425.22011059 4801772.574357747),"PPG INDUSTRIES, INC.",Plastics Materials and Resins,PPG INDUSTRIES INC,246.7264408,120.4508441,300,Microreactor,TRUE,Microreactor,12,240,1111410261,-326872665.2,24683324.65,-1361969.438,102847.186
10_Base,BAY CITY,MATAGORDA COUNTY,48321,Conventional Boiler Use,1006120,325211,325211,2015,TX,A Boiler H-731 A,"OB (Boiler, other)",28.7875,-95.943056,Facility,POINT (-10680332.13907053 3348627.248152859),EQUISTAR CHEMICALS LP MATAGOR DA FACILITY,Plastics Materials and Resins,LYONDELL CHEMICAL CO,86.6948831,120.4508441,300,Microreactor,TRUE,Microreactor,4,80,370470086.9,-108957555.1,17551957.12,-1361969.438,219399.4641
10_Base,FAYETTEVILLE,CUMBERLAND,37051,Conventional Boiler Use,1004178,325211,325211,2015,NC,GP-BP,OCS (Other combustion source),34.98305,-78.78722,Facility,POINT (-8770553.211417621 4161577.945275368),DAK AMERICAS LLC,Plastics Materials and Resins,DAK AMERICAS LLC,106.1824611,120.4508441,300,Microreactor,TRUE,Microreactor,5,100,463087608.7,-136196943.8,20282484.1,-1361969.438,202824.841
10_Base,MONT BELVIEU,HARRIS,48201,Conventional Boiler Use,1006274,325211,325211,2015,TX,GP-Natural Gas Usage MBPP,OCS (Other combustion source),29.8742,-94.9122,Facility,POINT (-10565577.77406934 3487389.654012528),EXXONMOBIL CHEMICAL MONT BELVIEU PLASTICS PLANT,Plastics Materials and Resins,Exxon Mobil Corporation,118.6679186,120.4508441,300,Microreactor,TRUE,Microreactor,6,120,555087299.4,-163861549.5,23913764.04,-1365512.912,199281.367
10_Base,NEDERLAND,JEFFERSON,48245,Conventional Boiler Use,1004714,325211,325211,2015,TX,CP-MMA / SAR UNITS,OCS (Other combustion source),30.013889,-94.029167,Facility,POINT (-10467278.99015568 3505335.269912536),LUCITE BEAUMONT SITE,Plastics Materials and Resins,LUCITE INTERNATIONAL INC,159.0100424,137.6340931,300,Microreactor,TRUE,Microreactor,8,160,749423391.7,-212076607.7,35489752.13,-1325478.798,221810.9508
10_Base,ADDYSTON,HAMILTON,39061,Conventional Boiler Use,1002879,325211,325211,2015,OH,9 Boiler,"OB (Boiler, other)",39.1347,-84.7122,Facility,POINT (-9430118.967977948 4740984.599211832),INEOS ABS,Plastics Materials and Resins,INEOS USA LLC,45.81484952,120.4508441,300,Microreactor,TRUE,Microreactor,2,40,185235043.5,-54478777.54,9401660.328,-1361969.438,235041.5082
10_Base,CIRCLEVILLE,PICKAWAY COUNTY,39129,Conventional Boiler Use,1001720,325211,325211,2015,OH,GP-Circleville Natural Gas,OCS (Other combustion source),39.55774,-82.96376,Facility,POINT (-9235483.517495358 4801880.863576878),DUPONT CIRCLEVILLE PLANT,Plastics Materials and Resins,E I DU PONT DE NEMOURS & CO,350.3392662,120.4508441,300,Microreactor,TRUE,Microreactor,12,240,1111410261,-326872665.2,24683324.65,-1361969.438,102847.186
10_Base,Baytown,CHAMBERS COUNTY,48071,Conventional Boiler Use,1004621,325211,325211,2015,TX,CP-1,OCS (Other combustion source),29.759767,-94.907294,Facility,POINT (-10565031.64064751 3472707.356869787),"Bayer Material Science, LLC",Plastics Materials and Resins,BAYER GROUP,91.37080048,120.4508441,300,Microreactor,TRUE,Microreactor,4,80,370470086.9,-108957555.1,17551957.12,-1361969.438,219399.4641
10_Base,SPARTANBURG,SPARTANBURG,45083,Conventional Boiler Use,1001780,325211,325211,2015,SC,CP-EC3930,OCS (Other combustion source),35.027817,-81.87896,Facility,POINT (-9114724.133882815 4167662.006087997),Auriga Polymers Inc.,Plastics Materials and Resins,AURIGA POLYMERS INC,248.2566679,120.4508441,300,Microreactor,TRUE,Microreactor,12,240,1111410261,-326872665.2,24683324.65,-1361969.438,102847.186
10_Base,LUGOFF,Kershaw,45055,Conventional Boiler Use,1000276,325211,325211,2015,SC,Boiler 3 (Gas Only),"OB (Boiler, other)",34.2337,-80.658,Facility,POINT (-8978807.48840386 4060225.559719953),INVISTA S.a.r.l. Camden Plant,Plastics Materials and Resins,KOCH INDUSTRIES INC,91.50652629,120.4508441,300,Microreactor,TRUE,Microreactor,4,80,370470086.9,-108957555.1,17551957.12,-1361969.438,219399.4641
10_Base,SULPHUR,CALCASIEU PARISH,22019,Conventional Boiler Use,1003654,325211,325211,2015,LA,GP-ALL,OCS (Other combustion source),30.200235,-93.327656,Facility,POINT (-10389187.1428498 3529314.239393643),WESTLAKE POLYMERS LP - POLYETHYLENE I & II PLANTS,Plastics Materials and Resins,WESTLAKE CHEMICAL CORP,113.1528176,120.4508441,300,Microreactor,TRUE,Microreactor,5,100,463087608.7,-136196943.8,20282484.1,-1361969.438,202824.841
10_Base,BATON ROUGE,EAST BATON ROUGE,22033,Conventional Boiler Use,1003484,325211,325211,2015,LA,CP-Natural Gas,OCS (Other combustion source),30.550948,-91.175252,Facility,POINT (-10149582.6255884 3574567.485665392),EXXONMOBIL CHEMICAL CO - BATON ROUGE PLASTICS PLANT,Plastics Materials and Resins,EXXONMOBIL CORP,93.41764568,120.4508441,300,Microreactor,TRUE,Microreactor,4,80,370470086.9,-108957555.1,17551957.12,-1361969.438,219399.4641
10_Base,Monaca,BEAVER COUNTY,42007,Conventional Boiler Use,1011859,325211,325211,2015,PA,CP-01,OCS (Other combustion source),40.68241496,-80.34928676,County,POINT (-8944441.687725917 4965610.19857),Unknown,Plastics Materials and Resins,NC Holdings USA INC,78.20817038,120.4508441,300,Microreactor,TRUE,Microreactor,4,80,365830652.5,-112150606.3,14358905.92,-1401882.578,179486.324
10_Base,BURKVILLE,Lowndes,1085,Conventional Boiler Use,1001136,325211,325211,2015,AL,CP-1,OCS (Other combustion source),32.3102,-86.5242,Facility,POINT (-9631829.885295359 3804098.429449736),SABIC Innovative Plastics - Burkville,Plastics Materials and Resins,SABIC US Holdings LP,53.79472306,120.4508441,300,Microreactor,TRUE,Microreactor,2,40,185235043.5,-54478777.54,9401660.328,-1361969.438,235041.5082
10_Base,Chester,CHESTERFIELD COUNTY,51041,Conventional Boiler Use,1000627,325211,325211,2015,VA,GP-Boilers-Heaters,OCS (Other combustion source),37.33627,-77.28874,Facility,POINT (-8603743.180853715 4486082.713793789),Honeywell International Inc. - Chesterfield Plant,Plastics Materials and Resins,"HONEYWELL INTERNATIONAL, INC",57.21228111,120.4508441,300,Microreactor,TRUE,Microreactor,3,60,267619176.2,-88761209.06,7059447.732,-1479353.484,117657.4622
10_Base,Louisville,JEFFERSON COUNTY,21111,Conventional Boiler Use,1008786,325211,325211,2015,KY,LRU Boiler,"OB (Boiler, other)",38.195278,-85.872222,Facility,POINT (-9559252.026326943 4607048.89233405),Hexion Inc,Plastics Materials and Resins,MOMENTIVE PERFORMANCE MATERIALS HOLDINGS LLC,47.77812312,120.4508441,300,Microreactor,TRUE,Microreactor,2,40,185235043.5,-54478777.54,9401660.328,-1361969.438,235041.5082
10_Base,FREEPORT,BRAZORIA,48039,Conventional Boiler Use,1006453,325211,325211,2015,TX,CP-Shintech Freeport,OCS (Other combustion source),28.994467,-95.356329,Facility,POINT (-10615017.98819586 3374941.826845829),SHINTECH INCORPORATED,Plastics Materials and Resins,SHINTECH INC,87.27627783,120.4508441,300,Microreactor,TRUE,Microreactor,4,80,370470086.9,-108957555.1,17551957.12,-1361969.438,219399.4641
10_Base,HENRY,MARSHALL,17123,Conventional Boiler Use,1002652,325211,325211,2015,IL,Total Facility Gas Usage,"CFB (Boiler, circulating fluidized bed)",41.135266,-89.341088,Facility,POINT (-9945404.423077045 5032313.887488981),"Mexichem Specialty Resins, Inc.",Plastics Materials and Resins,Mexichem S.A.B. de C.V.,70.80553032,120.4508441,300,Microreactor,TRUE,Microreactor,3,60,277852565.2,-81718166.3,14102490.49,-1361969.438,235041.5082
10_Base,LA PORTE,HARRIS,48201,Conventional Boiler Use,1007574,325211,325211,2015,TX,Temp Boiler,"OB (Boiler, other)",29.705278,-95.079444,Facility,POINT (-10584195.29098757 3465722.05470586),BRASKEM AMERICA INC - LAPORTE SITE,Plastics Materials and Resins,"Braskem America, Inc.",52.89346758,126.7574135,300,Microreactor,TRUE,Microreactor,2,40,185727460.1,-54139875.98,9740561.88,-1353496.9,243514.047
10_Base,PASADENA,HARRIS COUNTY,48201,Conventional Boiler Use,1001710,325211,325211,2015,TX,GP-AGG,OCS (Other combustion source),29.725667,-95.151667,Facility,POINT (-10592235.11857113 3468335.410105517),"Oxy Vinyls, LP- Pasadena Facility",Plastics Materials and Resins,OCCIDENTAL PETROLEUM CORP,24.19186121,120.4508441,300,Microreactor,TRUE,Microreactor,1,20,92617521.73,-27239388.77,4997827.216,-1361969.438,249891.3608
10_Base,Savannah,CHATHAM COUNTY,13051,Conventional Boiler Use,1002542,325211,325211,2015,GA,Steam Boiler,"OB (Boiler, other)",32.10063,-81.12114,Facility,POINT (-9030363.997369856 3776527.13888615),"Arizona Chemical Company, LLC",Plastics Materials and Resins,ARIZONA CHEMICAL CO LLC,87.21545437,120.4508441,300,Microreactor,TRUE,Microreactor,4,80,370470086.9,-108957555.1,17551957.12,-1361969.438,219399.4641
10_Base,MOUNT VERNON,POSEY,18129,Conventional Boiler Use,1007511,325211,325211,2015,IN,CP-Natural Gas,OCS (Other combustion source),37.9072,-87.9271,Facility,POINT (-9787999.998929244 4566324.567067064),"SABIC INNOVATIVE PLASTICS MT. VERNON, LLC",Plastics Materials and Resins,SABIC Innovative Plastics Holding US LP,21.01239551,149,300,Microreactor,TRUE,Microreactor,1,20,93819779.95,-26411944.8,5825271.188,-1320597.24,291263.5594
10_Base,GREER,GREENVILLE,45045,Conventional Boiler Use,1004315,325211,325211,2015,SC,GP-MPF-Greer-Site,OCS (Other combustion source),34.923436,-82.260666,Facility,POINT (-9157215.451435551 4153481.263934945),"MITSUBISHI POLYESTER FILM, INC",Plastics Materials and Resins,MITSUBISHI POLYESTER FILM INC,70.79167494,260,300,Microreactor,TRUE,Microreactor,3,60,296035498.1,-69203917.66,25678216.49,-1153398.628,427970.2748
10_Base,ALVIN,Brazoria,48039,Conventional Boiler Use,1004368,325211,325211,2015,TX,DB-901A,"OB (Boiler, other)",29.230631,-95.188487,Facility,POINT (-10596333.90222214 3405033.069813459),INEOS CHOCOLATE BAYOU PLANT,Plastics Materials and Resins,INEOS USA LLC,325.8849836,260,300,Microreactor,TRUE,Microreactor,12,240,1184699747,-276431800.9,47947992.48,-1151799.17,199783.302
10_Base,BISHOP,NUECES,48355,Conventional Boiler Use,1007868,325211,325211,2015,TX,310B12,"OB (Boiler, other)",27.569714,-97.83493,Facility,POINT (-10890934.58939556 3194832.085520186),TICONA POLYMERS INCORPORATED,Plastics Materials and Resins,Celanese CORP,154.4382925,260,300,Microreactor,TRUE,Microreactor,8,160,770046321.8,-197883051.8,43526289.61,-1236769.074,272039.3101
10_Base,SUPERIOR,DOUGLAS,55031,Conventional Boiler Use,1002919,327410,327410,2015,WI,GP-01,OCS (Other combustion source),46.731,-92.0765,Facility,POINT (-10249909.09402685 5898276.426826854),GRAYMONT (WI) LLC,Lime,"Graymont, Inc.",302.5880711,260,300,Microreactor,TRUE,Microreactor,12,240,1184699747,-276431800.9,47947992.48,-1151799.17,199783.302
10_Base,STE. GENEVIEVE,SAINTE GENEVIEVE,29186,Conventional Boiler Use,1004386,327410,327410,2015,MO,GP-1,OCS (Other combustion source),37.9742,-90.0678,Facility,POINT (-10026301.63287041 4575781.779004342),MISSISSIPPI LIME COMPANY,Lime,MISSISSIPPI LIME CO,146.9677296,260,300,Microreactor,TRUE,Microreactor,7,140,691074852.4,-161251883.9,49981289.91,-1151799.17,357009.2136
10_Base,GENOA,OTTAWA,39123,Conventional Boiler Use,1002767,327410,327410,2015,OH,GP-01,OCS (Other combustion source),41.50945,-83.35028,Facility,POINT (-9278510.727076773 5087778.333066649),GRAYMONT DOLIME OH INC *,Lime,"Graymont, Inc.",16.79081412,260,300,Microreactor,TRUE,Microreactor,1,20,83720846.94,-33362449.38,-1125233.392,-1668122.469,-56261.6696
10_Base,HURON,ERIE,39043,Conventional Boiler Use,1000379,327410,327410,2015,OH,GP-1,OCS (Other combustion source),41.3963,-82.5477,Facility,POINT (-9189167.930155909 5070972.732217724),MISSISSIPPI LIME CO - HURON PLANT,Lime,MISSISSIPPI LIME CO,249.5333323,260,300,Microreactor,TRUE,Microreactor,12,240,1184699747,-276431800.9,39248686.06,-1151799.17,163536.1919
10_Base,BATESVILLE,INDEPENDENCE,5063,Conventional Boiler Use,1002209,327410,327410,2015,AR,GP-2,OCS (Other combustion source),35.794009,-91.718918,Facility,POINT (-10210103.24787001 4272314.221386036),ARKANSAS LIME COMPANY,Lime,US LIME & MINERALS INC,124.4522783,260,300,Microreactor,TRUE,Microreactor,6,120,592349873.5,-138215900.5,45217904.65,-1151799.17,376815.8721
10_Base,SALINAS,MONTEREY COUNTY,6053,Conventional Boiler Use,1002601,327410,327410,2015,CA,GP-1,OCS (Other combustion source),36.74852,-121.60258,Facility,POINT (-13536737.28474831 4404111.447177324),LHOIST NORTH AMERICA -  NATIVIDAD PLANT,Lime,Lhoist North America of Arizona ,21.48596898,260,300,Microreactor,TRUE,Microreactor,1,20,98678499.38,-23067972.55,9169243.431,-1153398.628,458462.1716
10_Base,MARBLE CITY,SEQUOYAH COUNTY,40135,Conventional Boiler Use,1002397,327410,327410,2015,OK,GP-1,OCS (Other combustion source),35.59569,-94.83112,Facility,POINT (-10556551.98975582 4245130.605543368),US LIME COMPANY-ST. CLAIR,Lime,US LIME & MINERALS INC,17.03119074,260,300,Microreactor,TRUE,Microreactor,1,20,84919391.27,-32537561.46,-300345.475,-1626878.073,-15017.27375
10_Base,CLIFTON,BOSQUE,48035,Conventional Boiler Use,1002403,327410,327410,2015,TX,GP-1,OCS (Other combustion source),31.708333,-97.597222,Facility,POINT (-10864473.05587808 3725085.399771967),Lhoist North America /Clifton Plant,Lime,"Lhoist North America of Texas, Ltd.",64.83816404,260,300,Microreactor,TRUE,Microreactor,3,60,296174936.7,-69107950.23,25774183.92,-1151799.17,429569.732
10_Base,WOODVILLE,SANDUSKY COUNTY,39143,Conventional Boiler Use,1004097,327410,327410,2015,OH,CP-3,OCS (Other combustion source),41.462857,-83.36746,Facility,POINT (-9280423.195928602 5080854.558161431),"MARTIN MARIETTA MAGNESIA SPECIALTIES, LLC",Lime,MARTIN MARIETTA MATERIALS INC,57.74757415,260,300,Microreactor,TRUE,Microreactor,3,60,287935759.6,-74778493.67,20103640.48,-1246308.228,335060.6747
10_Base,ADAMS,BERKSHIRE,25003,Conventional Boiler Use,1000056,327410,327410,2015,MA,GP-1,OCS (Other combustion source),42.6432,-73.1135,Facility,POINT (-8138957.590114008 5257819.979736211),SPECIALTY MINERALS,Lime,MINERALS TECHNOLOGIES INC,41.24939658,260,300,Microreactor,TRUE,Microreactor,2,40,197356998.8,-46135945.11,17744492.76,-1153398.628,443612.3189
